Data	Happiness	Sadness	Anger	Fear	Disgust	Surprise
Baajirao mastani was a diff film and that movie was based on their love story..Aur ek film ko aap log itnaa seriously le rahein hain..Jo itne rape cases aur auraton ke saath jo dush karam hotey hain uske liye toh aap log koi morcha nahin nikalate??		Hindi				
Tumhara rape kab hua tha Kiran jii, aur kitne saalo ho raha hai, apko report karwana chahiye, be brave. Aage Bado inspiration bano.		Mixed				
Haryana mein rape cases ho rahe hai uske against tune aaj tk kuch nahi kiya hoga aur yahan tu apni marwa raha hai!			Mixed			
Pata Ni kya hoga  is Desh ka...ek movie ke banne se itna Bawal so Gaya....BC Rajasthan mein Sabse jyada rape hote h ....tab kaha chale jate h ye karni Sena wale....child marriage bhi waha se hota h Sabse jyada...tab kaha ghus jate h....		Hindi	Mixed			
Gali dene ki ischa hoti hai ...jab nirbhya rape hua tha tab kaha soye hue the... Castinism desh ko khaa jayega				Mixed	Hindi	
Bahut hua yarr women k samman ki bat karne Vale itihas ki bad me bate Karo present me kitne rape hote hai tab kaha so jate hoo... Non sense					Mixed	
No surgical strike blame Modi. Doklam problem blame Modi, problem solved blame Modi, Rape incidents blame Modi. SANDHU ji sharam karo  sanskar ghar se chaalu hona hai. Hum hamesha sarkar ki help ko nahi dekhana e system aadmi ko lazy banaata hai.ek dusre ko blame karega desh kya			Mixed			
15saal lalu ka jungleraaj bolne wale...khud 15saal se Nautanki raaj Bihar me kayam kar diya...Mahajungleraaj Bihar me chal rah ahi..murder rape under sum light are common now!!its called vikas hota rahega !!			Hindi			
Nirbhaya bhul gaya Pappu ? Corruption kar ke hamare job, paise kha gaya aur terrorist ko support karne vale bakwas band kar			Mixed			
Aare Maam Haryana serial Rape kaand main Congress protest kyon nahi karti. Nirbhaya jaisa kaand ho gaya aap log chup hai. Yahi @INCIndia states main hota to BJP aap log ka saans rok deti. Why @OfficeOfRG ji is silent. I am quite disappointed Maam		Mixed				
Tumari koi apni ladki hai jab uska rape hoga tab mai kaunga ki rape toh salo se ho rahe hai you darty women					Mixed	
Jis tarah Padmavathi ke liye protest kiya hai agar ussi tarah Rape ke liye karthe tho aaj Desh ki halat kuch or hothi. #Padmaavat		Mixed				
Yogi for up k slogens lage hume b laga kuch naya hoga.. honestly in was the happiest person to hear this ab laga up sahi mein change hoga but kya hua crime bada rape cases bade..ab samjh aaya khel sirf kursi ka hai log hayen bhaad mein		Mixed				
Everybody ignores such brutal rape cases. Par jab padosi desh me hoga to aansu bahaenge, no problem with that par apne ghar me to dekho.		Both				
Yeduurappa is honest, Jay Shah is honest, Mopalwar is honest, Prakash Mehta is honest, A Raja is honest, Adarsh scam nahin hua,Betiyoon ka rape nahin ho Raha hai....Aapko Zara si bhi sharam hai kya  jo ab bhi naitikta aur Desh bhakti ki baatein karte hai sir.					Hindi	
Ek movie ne logo ko gyan gyani bana diya.  Haryana me rape horahe hai kabhi uske liye b lecture dedijiye ya beti bheno ke liye guru gyan khatam hogua apke pass		Mixed				
Hindustan ke tamam log chahte h ke jis trah se auraton ke upar crime bhadr rha h gang rape ke waqia ho rha iske liye central govt wali modi sarkar 1 strong law bnaye			Hindi			
Bhai yeh Sena tab kidhar thi jab terrorist attack hota hai....yeh kidhar hoti hai jab brutal rape hota hai...Sad to see this hope they do something for nationa rather than Sanskriti...kyouki desh nahi toh Sanskriti Kya karegi		English				
Rape and woman persecution ke khilaf awaz toh uthate hi hai iska matlab yeh nahi Kisi aur ke khilaf awaz na uthae, waise bata du film ka virodh bhi rapist aur woman's kidnaper khilji ke wajah se hi hai.			Mixed			
Bhrasht Media ne lakho logon ka mansik rape kiya Jo shareerik rape se jara bhi kam nahi hai.#BogusCaseOnBapuji					Hindi	
Sir aap kam Acha krte ho but economy ko side Rakh kr dekhe toh roj news mein rape ki news hoti hai usko bhi consider kijiye	Hindi					
Ha pata he soldiers bhi pahele se shahid ho rahe he rape bhi pahele se ho rahe he tumhe to jakhmari karne ke liye janta ne bithaya he aur esa hi chalta raha to 2019 me tumhari party rape hona tay he....jai hind			Mixed			
O madam @KirronKherBJP aapke ghar me ho rahe honge rape salon se free fund mein desh ko kyun badnam karti ho? Sharm ni ati? Maafi mango https://twitter.com/HindiNews18/status/955088919904665602 …			Hindi			
Abe chacha @AnupamPkher ye kya bol rahi hain aunty? Sikandar ko bhi rape karna sikhaya hai kya? Chi chi					Hindi	
Pls Awaz uthani hai toh sahi cheez K liye uthayo....  Ek film K khilaf.?  Rape K khilaf uthayo... Rituals K khilaf uthayo...  Ek ghoomar gane me waist dhakkar kya dikhana chahte ho.? Saree jo ek Indian dress hai kayi years se pehente hai.. Usme bhi waist dikhti hai		Mixed				
Madam ka article padhkar hasi aati hai....Baat toh aise kar rahi hai jaise manohar lal ne rape kiya ho....Ye log ye kabhi nahi batayenge ki rape karne wale haryana ke hain ya dusre state ke			Hindi			
International leval pe to desh ki bhut wah wah ho rahi hai acha hai par national leval pe bhi bharastachar chori rape ho rahe hai uspe dhayaan de ye sab kanoon sakhat na hona police dwara karwai na karne ki wajah se ho raha hai		Mixed				
12 saal ki ladki ke sath rape hua to faansi..aur agar 16 ki ladki ke sath hua to kya karoge??2 saal mein bail?? Ye konsa kanoon hai?Rape kisi bhi age ki ladki ke sath ho sakta hai. Fir kya hoga 2saal mein bail..??Agar crime proof ho jaaye to uska penis kaat do BAss@cmohry			Hindi			
Great!!! Aap jaise  hi himmat  wali lady ki jarurat  hai jo film ke liye nahi apne hakk ke liye haryana  mein ho gang rape ho raha  hai in sab ke liye jauhar  Kare... Gov jarur aur hamre society sunega...	Mixed					
rape se age ka kya relation?  Har rape k liye ye punishment honi chaiye. Jinki betiyan hai unse pucho.jab khud k saath hoga tab maa baap ka dard samjho ge		Hindi				
Beti medal jeet rahi is cheez ki bahut khushi hai...and jo  beta army mein jaakar mar raha hai unka kya??? Har cheez mein jahaan dekho ladki ladki ladki padhne mein achi sabki baat maane wali but ye kyu bhul jaate ho ki fake rape cases lagaane wali  bhi kisi ki beti hi hai??			Hindi			
Haryana chunav ki tayyari vapas negative base pe, Punjab mein drugs , Haryana mein Rape, corruption ki to Raajneeti kar nai sakte hai, kyunki khud hi corrupt hai, jaanch karlo kahin 2G pe molestation ka hi case na hojai... hahahaha @BJP4India https://twitter.com/AK_AAP/status/954994622639452160 …					Mixed	
Respected PM Modi Ji Sabse pahele to crime horahe unko rokne k liye aise kanoon banaye k koi crime hi Na kare  rapiest ya gang rape  ko sidha phhasi ki saza ho koi bhi hamdardi Na ho		Mixed				
@cmohry sir beti to beti hoti hai ,uska umar se kya lena dena.aapko sabhi rape cases k liye ye nirnay lena chahiye .Jab marz ek hai to medicine bhi ek honi chaahiye.		Hindi				
Vaise media walon ke bhi rape ke maamle saamne aate rahe hain, tumhari media society ko kisne ganda kiya hua hai uska bhi report nikalo			Mixed			
Hamare culture ke bare me hame tum logo se janane ki jarurat nai he, or itne hi deshbhakt ho to aj tak poverty,rape, reservation  ke bare me to ap sabke vichar nai aye			Mixed			
Kash itne political action or public support sare rape caeses ko milte... Yakeen maniye aj har beti safe hoti. 3 inch ki kamar ko dhakne k liye itne issue, or jab kisi ldki ki puri izzat khrb ho jati uske liye koi kuch nahi bolta..		Mixed				
We take so much pain in studying for CA and assholes like you call us Nakli CA.. Saale khud puncture banake.. dusre kom ke ladkiyon ko rape karke katl karte hai aur khud ke dharm ke ladkiyon ko burqe mein kaid karke bakriyon ko rape karte hai..			Hindi			
Sir ji I am sure chillane se kuchh valid nahi ho jata but I am more sure ki solid argument dene se bhi kuchh nahi hai..jinko jisko support karna hta hai wo karte hain..Yezidi women ke rape ke kitne solid argument chahiye..poori duniya me bataiye kitne powrful log saath hain.		Mixed				
Jab kisi movie m rape ya bikni ka seen ho to aisi seen ko na dikhne k liye koi awaz tk nhi uthata.sab maje le kr dekhte Hain.ek padmavti movie hai jis k liye karni Sena Jaan maal ka Hani tk phuchne k liye khule Aam media m dhmki de rhi hai aur sarkar khamosh hai koi action nhi.		Hindi				
Rape ka matlab rape hai chahe vo kisi bhi age ki ho please age ki divar na khadi Karen. Sakht action liya jaye.... Jai Hind			Mixed			
Karni Sena Can't save their own girls from Rape and chale hai uski izzat bachane jinhone Itihaas rach diya. Wah re Duniya						Mixed
5 din me 10 se upar ladkiyon ke rape hue haryana me par ye so called RAJPUT ghar se nahi nikle protest karne		Hindi				
Women rape murder or gorakpur hospital children death par bhi bol do adityanath		Mixed				
Jinki betiyon ki zindagi ujad gayi zaraa un parents se poochho. Unhe kya chahiye? Gau mata ki raksha, gau mata ke liye hostel, padmaavat movie ban ya apni betiyon ka rape NA hona. Agar baat samajh me aayi to khattar ke napunsak governance pe meri narazgi asp khud samajh jaogey.		Hindi				
Aise sexy photo upload kar ke likhegi dekho magar pyar se to rape ki vardate nahi badhengi to or kya hoga ye photo dekh kar hi kitne logon ke man me khayal aaya hoga ke kass 1 baar mil jaye					Hindi	
@rajnathsingh @HMOIndia aur nahi toh cows aur karni sena se vote maang lena. Kyunki aapke rajyon mei toh aurton ka sirf rape hona hota hai na..yehi toh chal raha hai haryana me. Ya to movies ban hoti hai nahi to 6 days me 8 rapes hoti hai aur crimes ka evidence tamper hota hai https://twitter.com/Moumita1977/status/954612225464983552 …			Both			
Film rls na karwaa ke history chng ho jayegi, jo hua tha usko dikhane mein kya galat? sarhad par jawan marta hai, usko bhi dikhaya jata hai, film mein, rape dikhate hein, real life mein 5 saal,  7 saal ki ladkiyon se rape hota hai, kya ye reality nahin hai, roko een sab ko pehle			Mixed			
ek rapist MLA ka naam bata do jo AAP mein hai, aur haan sandip kumar ka naam lene se pehle rape aur consensual sex mein difference pata kar lena aur ye bhi ki usko party se nikal diya gaya h  nihalchand bjp mein barkarar hai abhi tak.			Mixed			
Ye humara Hindustan hai yaha World ka rape capital bana Hua hai India iski chinta nahi hai film release ke liye suicide kar rrahe ,,, PATA NAHI IS COUNTRY KE LOGO KI SOCH KI DEEVAR SEE PARDA KAB UTHEGA		Hindi				
@cmohry Ek or Ye Jawan Jo desh kai lie sahid ho gaya...Ek tarif polticians Jo apne area mai betio kai Sath hote hue Rape ko bhi nahi rok paa rahe.....Think..		Hindi				
Atleast Kisi Ka Rape toh Nahi Horaha Aur Jahaan tak Target killing hai woh bhi Khatam Hogayi Hai	Mixed					
Film ka virodh to theek hai, humare gaurav par aaghat karne walon ko uttar milna chahiye. lekin ye gangrape aur childrape par humari chetna kahan ja rahi,aise logon ko phansi ho aur inke pariwaron ka samajik bahiskar.in dono aparadhon ka koi justification nahi.			Hindi			
@OfficeOfRG look at the rahul who honoured rapist of Nirbhaya and questioning to Modi how to stop rape. Jab satta hath me thi tab shand ki tarah daat dikhata tha aur ab besharm ho ke poochta ...Gadhe..Pappu @aajtak @INCIndia @BJP4India @ddnews @ZeeNewshttps://twitter.com/OfficeOfRG/status/954314126121091073 …					Hindi	
#ModionZee @ZeeNews @narendramodi #shameonindianleaders Kaise develop hogi Uss country ki jaha ladhkiyon ka rape hota h..Aur criminal Khula Ghumta h.Sarkar haath dhare rakhti h..'Beti Bacho, Beti padhao' jaise abhiyaan ke Sirf naare lgati h.sharam aati h khud ko Indian Kehne mein https://twitter.com/ZeeNews/status/954390581165285376 …					Mixed	
Bhai karni sena waalon, #Padmaavat pe jitna halla machaya hai, jitney dande bajaye hain, kisi rape case pe bhi machado to ye society pe bada aabhar hoga. Thank you!		Mixed				
Kya Delhi me 5 saal ki bachchi k sath rape k liye har dilli wala gunehgaar ban jata hai kya Women are more unsafe in Modi's India and data proves that.		Hindi				
Bhut Ajeeb baat ye Hai India main majority main hum hai or tum 14% Fir Bhi Crime Ghraph main Majority k equivalent ho						Hindi
@narendramodi R/S P.M. g aap mn ki baat krne k liye logo se suggestion mangte ho Haryana me to the gang rape par bhi suggestion mang lijiye ta ki un logo ko bhi shanubhuti mil have   JAI HIND		Mixed				
Jis din padmavati ka virodh ho raha tha us dauran India me 10 se zada rape cases aaye hain Unme 6 mahine bachiyon k bhi h, is par kisine virodh kyu nhi kiya. Jis par virodh krna chahiye us par krenge nhi, ek movie k liye itna bda. @RanveerOfficial @deepikapadukone @shahidkapoor		Hindi				
Dusro se questioning karna bahut easy hotta hai mr gandhi tum ek baat batao 60saal mein congress ko youth rape ki yaad nahi aayi is desh ki asli barbaadi ki zimmevaar sirf congress hai .is statement ko modi bakht samjh kar ignore mat karna answer me			Hindi			
Ma'am aaj humare samaj mein aurato ke sath rape, molestation itna sabkuch ho rha hai But #BiggBoss11 ke winner ko hi leke itni controversy kyu  Kya aapko lagta hai ki inn sbhi issues se jyada important #BB11winner  issue hai Please reply me		Mixed				
Rape and molestation nahi rok sakte but #Padmaavat dekhne se rokenge.... sahi ja rha h India #IncredibleIndia ... #DeepikaPadukone #RanveerSingh #ShahidKapoor #SupremeCourt		Mixed				
Congress ke agents ho ya maha murkh. rape rape hota hai use dalit or non dalit see Jo Kar mat dekho			Mixed			
Crime is a crime, koi bhi Kare but jis tarah yeh Modi sarkaar aur uske aandh Bhakt apna nakaamyabi chupane ke liye ek brutal crime(Rape) ko HinduMuslim topic main badal rahe, yeh pure desh ke liye ghatak haï, isse rapist criminals ka hosla har din bhad raha,Haryana is an expl		Hindi				
#PadmaavatWins #KarniSena bhai itna time kaise hai tum logo ke paas faltu ki cheezo ke lie. Kuch kaam karo yaar desh ka bhala hoga.Ye sirf ek movie hai jise badi mehnat se banaya hai to please protest band karo. Itne #Rape #TerroristActivity #Corruption hota hai use protest karo		Hindi				
Bhai tum log kahan se aate ho Achanak movie ke baare mein itna  sochna tum log kahan Chale Jate Ho koi ladki ka rape Hota Hai aur usme Koi action nahi hota hai, aa gaye sab Moh Utha Ke						Hindi
Khattar ji ki govt. Ke behatreen kaam ki badolat aaj rape cases aur murder cases badh rahe hain hats off khattar and Modiji			Mixed			
In Haryana the slogan beti bachao beti parhao has a change it will now be said beti parkaro beti rape karo aur haatiya karo		Mixed				
Rape k against toh Kabhi in logon ko ladte Nahi dekha, aur ek movie se inko itniiii problem??? Matlab itna C*yapa late Kaha se hai ye log???? https://twitter.com/ANI/status/953894254035664897 …					Mixed	
#KarniSena believes they are more than Hon. Supreme Court, Ye hamara ek hi desh hai jahaa ek film pe itna bawaal ho sakta hai. Agar koi #panipat Gangrape jaisa kuchh ho gaya to koi bawaal nahi hota hai. #Vaah. Thats how we’re making great india.		Hindi				
#Hariyaana Me 5 Din me 5 Rape Ho Rahe Hai Aur Iss State Ki Government Ek Kalpanik Film Ko Ban Karne Me Lagi Hui Hai....!			Mixed			Mixed
#KarniSena ke bhaduron har Roz bohut si  Hindu ladkiyon ko yahan tak ki bacchiyon ko bhi berehmi se #Rape karke maar Diya jaata hai..pls apni #Rajputi shaan udhar dikhaao! Ek  fictious film ke liye sar kataane se bohut better hoga! #Padmaavat #PadmaavatWins @TimesNow		Hindi				
N Karni sena kuch bhi nahi kr payi koi protest nhi hua uss rape ko lekar Bss padmavat padmavat roye Jaa rahe h  . Rajasthan rank 3 rd in rape crimes lekin karni sena ka main focus rape nhi padmavat h		Hindi				
Unstoppable Rape cases dikhaenge to government ke against khoon khalega na logo ka to chalo karni sena ka dikhate hai..Bhansali ke against Khoon Khaulate hai..TRP Badhate hai aur Mudi Ji ko bachate hai..			Hindi			
Jitni mehnat movie Ko rokne ke liye ki Jaa Rahi hai usse aadhi mehnat rape rokne ke liye ki jaati toh aaj Haryana main yeh nahi hota  #Padmaavat		Mixed				
Abe troll who are you to advise police & the courts? Tune itni gaaliya nikali hai ki tujhe toh shaant hi rehna chahiye. Logo ko maa-behen ki gaaliyan deta tha tu...rape ki dhamkiya di hai tune			Hindi			
Esi tod fod tab kyu nahi karte jab rape ki news aati hai? Tab kyu nahi bolte ki jab tak women safety nahi implement hoga, tab tak protest karenge?					Mixed	
Are sir ye daily daily rape cases ho rhe hn haryana me, inke dosiyon ko bhi pakdwao... Or koi dhang ka kanoon bna do iske liye...		Hindi				
Pata nahi Padmawat kese kisi ki neend uda sakti hai? Rape, murder, unemployment, sucide, fraud kyu neend nahi udate un logo ki?						Hindi
Rape case 10 sal me solve hota h...ye padmavati ek din me kaise ho gya solve...kisko kitna paisa mila???						Hindi
I believe aise logo ki best punishment hai inke Ek Ankh Ek Hath, Ek Paon n Rape Karne Wala part hi kat dena chahiye, Face pe engrave kar Dena chahiye Rapist			Mixed			
Hahaha bhai aap chinta mat karo. Public ko sab pata hai in bikaau News channel ke bare me. Hamare Haryana me last 4 din me 6 gang rape huye hai par abhi tak kisi channel ne himmat nhi dikhayi hai debate karaane ki.		Hindi		Hindi		
Aap un logo me se jo sirf tamasha dekhte jab khud pe bat ati sirf tab stand lete hai baki time tamasha dekho  nirbhaya (delhi)ke time jo hua ustime bhi apke jaise log raste me ate jate rahe but kisi ne koi stand nahi liya tum bhi uni me se ho no stand !! I hate u		Hindi	English			
